prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,12.971
0,0,1,32,13.0883
0,0,1,64,12.928
0,0,1,128,14.304
0,0,1,256,15.5627
0,0,1,512,16.9387
0,0,1,1024,17.9097
0,0,1,2048,18.6987
0,0,1,4096,20.384
0,0,1,8192,22.8587
0,0,1,16384,27.8403
0,0,2,16,12.9707
0,0,2,32,13.1627
0,0,2,64,13.216
0,0,2,128,14.272
0,0,2,256,15.2963
0,0,2,512,17.5893
0,0,2,1024,18.6037
0,0,2,2048,19.4773
0,0,2,4096,22.0053
0,0,2,8192,26.7947
0,0,2,16384,38.838
0,0,4,16,13.2373
0,0,4,32,13.088
0,0,4,64,13.0453
0,0,4,128,14.6777
0,0,4,256,15.5627
0,0,4,512,18.0267
0,0,4,1024,19.584
0,0,4,2048,21.7817
0,0,4,4096,27.1253
0,0,4,8192,37.6753
0,0,4,16384,56.267
0,0,8,16,13.888
0,0,8,32,13.8453
0,0,8,64,13.8773
0,0,8,128,15.3923
0,0,8,256,16.2453
0,0,8,512,19.3173
0,0,8,1024,21.7073
0,0,8,2048,27.6803
0,0,8,4096,37.4827
0,0,8,8192,57.0563
0,0,8,16384,94.955
0,0,16,16,14.3897
0,0,16,32,14.4213
0,0,16,64,14.5813
0,0,16,128,15.9147
0,0,16,256,16.96
0,0,16,512,22.8907
0,0,16,1024,28.683
0,0,16,2048,39.211
0,0,16,4096,59.4887
0,0,16,8192,95.4993
0,0,16,16384,166.22
0,0,32,16,14.8267
0,0,32,32,14.9227
0,0,32,64,15.1573
0,0,32,128,17.2697
0,0,32,256,20.3957
0,0,32,512,30.4003
0,0,32,1024,41.856
0,0,32,2048,61.856
0,0,32,4096,97.131
0,0,32,8192,169.377
0,0,32,16384,314.061
0,0,64,16,19.0613
0,0,64,32,19.3067
0,0,64,64,20.3307
0,0,64,128,23.808
0,0,64,256,29.6003
0,0,64,512,42.486
0,0,64,1024,62.5817
0,0,64,2048,98.6563
0,0,64,4096,168.929
0,0,64,8192,311.287
0,0,64,16384,598.906
0,0,128,16,26.7733
0,0,128,32,26.923
0,0,128,64,27.936
0,0,128,128,34.806
0,0,128,256,44.0747
0,0,128,512,68.267
0,0,128,1024,104.374
0,0,128,2048,173.953
0,0,128,4096,314.445
0,0,128,8192,594.052
0,0,128,16384,1166.72
0,0,256,16,42.1333
0,0,256,32,42.763
0,0,256,64,44.1283
0,0,256,128,58.7737
0,0,256,256,76.107
0,0,256,512,120.843
0,0,256,1024,190.359
0,0,256,2048,329.538
0,0,256,4096,604.644
0,0,256,8192,1166.74
0,0,256,16384,2301.74
16,0,0,0,15.3493
16,0,1,16,15.3173
16,0,1,32,15.552
16,0,1,64,15.3067
16,0,1,128,16.7363
16,0,1,256,18.304
16,0,1,512,19.488
16,0,1,1024,19.968
16,0,1,2048,20.7573
16,0,1,4096,22.2187
16,0,1,8192,24.4693
16,0,1,16384,29.3013
16,0,2,16,15.4347
16,0,2,32,15.339
16,0,2,64,15.3387
16,0,2,128,16.672
16,0,2,256,18.1547
16,0,2,512,19.787
16,0,2,1024,20.523
16,0,2,2048,22.1653
16,0,2,4096,23.712
16,0,2,8192,28.3097
16,0,2,16384,38.5387
16,0,4,16,15.4453
16,0,4,32,15.5627
16,0,4,64,15.3493
16,0,4,128,17.1203
16,0,4,256,18.6883
16,0,4,512,20.2987
16,0,4,1024,21.2053
16,0,4,2048,23.4563
16,0,4,4096,29.2163
16,0,4,8192,39.435
16,0,4,16384,58.9443
16,0,8,16,15.52
16,0,8,32,15.5413
16,0,8,64,15.6163
16,0,8,128,17.4933
16,0,8,256,18.6453
16,0,8,512,21.248
16,0,8,1024,23.062
16,0,8,2048,29.76
16,0,8,4096,39.9897
16,0,8,8192,59.2007
16,0,8,16384,96.737
16,0,16,16,15.7333
16,0,16,32,16.054
16,0,16,64,15.915
16,0,16,128,17.9413
16,0,16,256,19.3707
16,0,16,512,24.4057
16,0,16,1024,30.1017
16,0,16,2048,41.0133
16,0,16,4096,61.6857
16,0,16,8192,97.9527
16,0,16,16384,168.492
16,0,32,16,16.5333
16,0,32,32,16.4587
16,0,32,64,17.1307
16,0,32,128,18.1867
16,0,32,256,21.664
16,0,32,512,32.2883
16,0,32,1024,43.136
16,0,32,2048,63.0293
16,0,32,4096,99.0197
16,0,32,8192,170.508
16,0,32,16384,314.168
16,0,64,16,22.0053
16,0,64,32,22.251
16,0,64,64,23.051
16,0,64,128,26.5067
16,0,64,256,30.3893
16,0,64,512,44.9713
16,0,64,1024,64.907
16,0,64,2048,103.403
16,0,64,4096,173.772
16,0,64,8192,314.85
16,0,64,16384,599.855
16,0,128,16,32.8217
16,0,128,32,32.747
16,0,128,64,33.632
16,0,128,128,40.6507
16,0,128,256,49.088
16,0,128,512,76.5653
16,0,128,1024,113.729
16,0,128,2048,183.052
16,0,128,4096,324.547
16,0,128,8192,606.703
16,0,128,16384,1173.37
16,16,0,0,15.5843
16,16,1,16,15.4667
16,16,1,32,15.2213
16,16,1,64,15.4133
16,16,1,128,16.6827
16,16,1,256,18.1547
16,16,1,512,19.3387
16,16,1,1024,20.2137
16,16,1,2048,20.8003
16,16,1,4096,22.123
16,16,1,8192,24.5123
16,16,1,16384,30.0487
16,16,2,16,15.552
16,16,2,32,15.5093
16,16,2,64,15.52
16,16,2,128,16.6827
16,16,2,256,18.4107
16,16,2,512,19.7227
16,16,2,1024,20.5653
16,16,2,2048,21.963
16,16,2,4096,23.712
16,16,2,8192,29.1733
16,16,2,16384,39.1147
16,16,4,16,15.627
16,16,4,32,15.6267
16,16,4,64,15.4773
16,16,4,128,17.142
16,16,4,256,18.5707
16,16,4,512,20.672
16,16,4,1024,21.3547
16,16,4,2048,23.467
16,16,4,4096,29.4083
16,16,4,8192,39.424
16,16,4,16384,58.2083
16,16,8,16,15.6053
16,16,8,32,15.68
16,16,8,64,15.627
16,16,8,128,17.5253
16,16,8,256,18.752
16,16,8,512,21.5147
16,16,8,1024,23.115
16,16,8,2048,29.2373
16,16,8,4096,40.448
16,16,8,8192,59.0727
16,16,8,16384,97.6643
16,16,16,16,16.1283
16,16,16,32,16.3627
16,16,16,64,15.9253
16,16,16,128,17.9417
16,16,16,256,19.0933
16,16,16,512,24.491
16,16,16,1024,31.073
16,16,16,2048,40.747
16,16,16,4096,61.4617
16,16,16,8192,98.048
16,16,16,16384,168.332
16,16,32,16,16.5013
16,16,32,32,16.843
16,16,32,64,16.939
16,16,32,128,18.4
16,16,32,256,21.355
16,16,32,512,32.182
16,16,32,1024,43.3393
16,16,32,2048,63.5107
16,16,32,4096,101.1
16,16,32,8192,170.583
16,16,32,16384,315.223
16,16,64,16,22.0697
16,16,64,32,22.1123
16,16,64,64,23.168
16,16,64,128,26.2083
16,16,64,256,30.112
16,16,64,512,45.6107
16,16,64,1024,66.368
16,16,64,2048,104.001
16,16,64,4096,173.398
16,16,64,8192,315.97
16,16,64,16384,602.212
16,16,128,16,32.8003
16,16,128,32,32.8107
16,16,128,64,33.984
16,16,128,128,40.8003
16,16,128,256,48.875
16,16,128,512,75.734
16,16,128,1024,112.982
16,16,128,2048,183.094
16,16,128,4096,323.81
16,16,128,8192,606.927
16,16,128,16384,1175.19
16,32,0,0,15.488
16,32,1,16,15.2327
16,32,1,32,15.2533
16,32,1,64,15.36
16,32,1,128,16.5867
16,32,1,256,18.219
16,32,1,512,19.36
16,32,1,1024,20.0853
16,32,1,2048,20.6933
16,32,1,4096,22.3257
16,32,1,8192,24.32
16,32,1,16384,29.4723
16,32,2,16,15.3173
16,32,2,32,15.4243
16,32,2,64,15.4563
16,32,2,128,16.5333
16,32,2,256,18.3253
16,32,2,512,19.5097
16,32,2,1024,20.5973
16,32,2,2048,21.814
16,32,2,4096,23.7547
16,32,2,8192,28.9817
16,32,2,16384,40.032
16,32,4,16,15.456
16,32,4,32,15.5093
16,32,4,64,15.52
16,32,4,128,17.216
16,32,4,256,18.5067
